174354.35,1707304988203,174354.35,174354.35,0.0,0,0
174354.35,1707304991350,174354.35,174354.35,0.0,0,0
174354.35,1707304994984,174354.35,174354.35,0.0,0,0
174354.35,1707304998082,174354.35,174354.35,0.0,0,0
174354.35,1707305001699,174354.35,174354.35,0.0,0,0
174354.35,1707305004744,174354.35,174354.35,0.0,0,0
174354.35,1707305008314,174354.35,174354.35,0.0,0,0
174354.35,1707305011238,174354.35,174354.35,0.0,0,0
174354.35,1707305014743,174354.35,174354.35,0.0,0,0
174354.35,1707305017863,174354.35000000003,174354.35,-0.0,0,0
174354.35,1707305021385,174354.35000000003,174354.35,-0.0,0,0
174354.35,1707305025253,174354.35000000003,174354.35,-0.0,0,0
174354.35,1707305028588,174354.35000000003,174354.35,-0.0,0,0
174354.35,1707305031742,174354.35,174354.35,0.0,0,0
174354.35,1707305035909,174354.35,174354.35,0.0,0,0
