190799,1707663342069,190799.0,190799.0,0.0,0,0
190799,1707663344862,190799.0,190799.0,0.0,0,0
190799,1707663344862,190799.0,190799.0,0.0,0,0
190799,1707663344862,190799.0,190799.0,0.0,0,0
190799,1707663344862,190799.0,190799.0,0.0,0,0
190799,1707663344862,190799.0,190799.0,0.0,0,0
190799,1707663362798,190799.0,190799.0,0.0,0,0
190799,1707663365832,190799.0,190799.0,0.0,0,0
190799,1707663369548,190799.0,190799.0,0.0,0,0
190799,1707663372676,190799.0,190799.0,0.0,0,0
190799,1707663376264,190799.0,190799.0,0.0,0,0
